,ID,Position,League,Name,Team,App,Mins,Assists,Shots,shotsOnTarget,Goals,Tackles,Clearances,Interceptions,aerialsWon,Blocks,duelsWon,Passes,accuratePasses,longBalls,Crosses,bigChancesCreated,keyPasses,Saves,goalsPer90,assistsPer90,g+a,g+aPer90,shotsPer90,shotsOnTargetPer90,duelsWonPer90,passesPer90,accuratePassesPer90,longBallsPer90,crossesPer90,bigChancesCreatedPer90,keyPassesPer90,tacklesPer90,clearancesPer90,interceptionsPer90,aerialsWonPer90,blocksPer90,savesPer90,passAccuracy,scoreGoalScoring,scoreAssisting,scorePassing,scoreDefending,scoreDuels,scoreGoalkeeping,scoreRaw,scoreFinal,playerProfile
638,2438,Midfielder,Ligue 2,J. Benet,Grenoble Foot 38,15,1328,2,12.0,4,3,27,20,18,9,2,68,625,536,71,62,4,14,0.0,0.2,0.14,5,0.34,0.81,0.27,4.61,42.36,36.33,4.81,4.2,0.27,0.95,1.83,1.36,1.22,0.61,0.14,0.0,85.76,68.77,68.11,79.29,65.88,38.99,,66.19,91.93,Attacking Midfielder
640,2440,Midfielder,Ligue 2,V. Marchetti,Paris FC,15,1083,3,21.0,6,1,16,13,15,9,11,48,642,556,47,6,4,13,0.0,0.08,0.25,4,0.33,1.75,0.5,3.99,53.35,46.2,3.91,0.5,0.33,1.08,1.33,1.08,1.25,0.75,0.91,0.0,86.6,67.47,77.64,63.09,54.44,36.99,,61.74,82.13,Attacking Midfielder
642,2442,Midfielder,Ligue 2,M. Cafaro,Paris FC,11,568,3,20.0,10,4,6,7,2,0,6,20,220,180,12,10,4,8,0.0,0.63,0.48,7,1.11,3.17,1.58,3.17,34.86,28.52,1.9,1.58,0.63,1.27,0.95,1.11,0.32,0.0,0.95,0.0,81.82,98.69,87.65,48.17,31.48,12.18,,56.88,67.15,Attacking Midfielder
643,2443,Midfielder,Ligue 2,A. Leautey,Amiens SC,16,1418,3,24.0,12,5,14,8,6,3,8,68,473,387,30,41,5,15,0.0,0.32,0.19,8,0.51,1.52,0.76,4.32,30.02,24.56,1.9,2.6,0.32,0.95,0.89,0.51,0.38,0.19,0.51,0.0,81.82,89.37,72.38,53.83,24.38,28.85,,54.16,58.5,Attacking Midfielder
645,2445,Midfielder,Ligue 2,J. Anziani,Pau FC,16,1355,1,31.0,6,3,15,23,18,13,8,58,515,408,62,67,5,22,0.0,0.2,0.07,4,0.27,2.06,0.4,3.85,34.21,27.1,4.12,4.45,0.33,1.46,1.0,1.53,1.2,0.86,0.53,0.0,79.22,74.73,71.74,61.69,52.72,38.12,,60.83,77.23,Attacking Midfielder
646,2446,Midfielder,Ligue 2,S. Beusnard,Pau FC,15,1094,1,12.0,2,1,19,10,9,8,7,37,564,504,45,8,0,17,0.0,0.08,0.08,2,0.16,0.99,0.16,3.04,46.4,41.46,3.7,0.66,0.0,1.4,1.56,0.82,0.74,0.66,0.58,0.0,89.36,52.82,56.38,67.68,46.17,23.84,,51.75,45.82,Defensive Midfielder
647,2447,Midfielder,Ligue 2,K. Kaiboue,Amiens SC,10,886,1,9.0,5,0,31,33,12,24,0,77,472,349,104,20,0,7,0.0,0.0,0.1,1,0.1,0.91,0.51,7.82,47.95,35.45,10.56,2.03,0.0,0.71,3.15,3.35,1.22,2.44,0.0,0.0,73.94,47.2,46.29,53.98,89.74,90.66,,63.69,89.05,Defensive Midfielder
648,2448,Midfielder,Ligue 2,V. Lobry,Amiens SC,15,1239,2,12.0,1,0,12,21,14,14,7,45,545,460,62,18,4,11,0.0,0.0,0.15,2,0.15,0.87,0.07,3.27,39.59,33.41,4.5,1.31,0.29,0.8,0.87,1.53,1.02,1.02,0.51,0.0,84.4,28.27,67.05,65.14,48.6,35.13,,52.28,48.13,Defensive Midfielder
649,2449,Midfielder,Ligue 2,K. Sidibé,Guingamp,12,944,1,9.0,3,0,17,21,5,46,1,84,585,475,39,1,0,11,0.0,0.0,0.1,1,0.1,0.86,0.29,8.01,55.77,45.29,3.72,0.1,0.0,1.05,1.62,2.0,0.48,4.39,0.1,0.0,81.2,38.39,53.2,44.73,53.3,94.81,,55.12,61.67,Defensive Midfielder
651,2451,Midfielder,Ligue 2,G. Kyeremeh,Le Havre,12,706,2,13.0,6,2,3,0,2,2,4,23,120,102,2,20,3,12,0.0,0.25,0.25,4,0.51,1.66,0.76,2.93,15.3,13.0,0.25,2.55,0.38,1.53,0.38,0.0,0.25,0.25,0.51,0.0,85.0,86.12,86.08,57.37,14.27,15.55,,53.97,57.64,Attacking Midfielder
652,2452,Midfielder,Ligue 2,A. Boutrah,Bastia,16,1305,1,38.0,13,1,13,3,14,7,15,79,567,472,41,30,2,24,0.0,0.07,0.07,2,0.14,2.62,0.9,5.45,39.1,32.55,2.83,2.07,0.14,1.66,0.9,0.21,0.97,0.48,1.03,0.0,83.25,73.31,68.59,58.42,34.29,47.44,,56.72,66.57,Defensive Midfielder
653,2453,Midfielder,Ligue 2,T. Ducrocq,Bastia,14,1185,2,25.0,13,2,21,26,20,9,6,44,517,423,60,52,4,19,0.0,0.15,0.15,4,0.3,1.9,0.99,3.34,39.27,32.13,4.56,3.95,0.3,1.44,1.59,1.97,1.52,0.68,0.46,0.0,81.82,81.97,78.07,68.23,69.32,27.13,,66.8,93.37,Attacking Midfielder
658,2458,Midfielder,Ligue 2,E. Bardeli,USL Dunkerque,15,1126,4,13.0,4,1,19,9,7,7,0,40,615,517,36,57,6,30,0.0,0.08,0.32,5,0.4,1.04,0.32,3.2,49.16,41.32,2.88,4.56,0.48,2.4,1.52,0.72,0.56,0.56,0.0,0.0,84.07,60.6,93.96,68.98,40.04,23.08,,61.3,79.83,Attacking Midfielder
660,2460,Midfielder,Ligue 2,K. Diawara,Le Havre,15,533,0,13.0,5,1,5,1,4,2,5,19,116,91,1,10,1,9,0.0,0.17,0.0,1,0.17,2.2,0.84,3.21,19.59,15.37,0.17,1.69,0.17,1.52,0.84,0.17,0.68,0.34,0.84,0.0,78.45,81.68,54.43,36.67,26.22,19.82,,43.25,20.46,Attacking Midfielder
661,2461,Midfielder,Ligue 2,F. Doucouré,Le Havre,9,609,0,8.0,2,0,20,15,10,5,0,34,284,225,24,22,0,6,0.0,0.0,0.0,0,0.0,1.18,0.3,5.02,41.97,33.25,3.55,3.25,0.0,0.89,2.96,2.22,1.48,0.74,0.0,0.0,79.23,38.84,32.35,56.43,86.25,49.47,,52.69,51.3,Defensive Midfielder
662,2462,Midfielder,Ligue 2,W. Younoussa,Rodez AF,16,1048,2,20.0,4,0,18,4,15,15,7,85,349,235,60,32,4,10,0.0,0.0,0.17,2,0.17,1.72,0.34,7.3,29.97,20.18,5.15,2.75,0.34,0.86,1.55,0.34,1.29,1.29,0.6,0.0,67.34,41.5,70.44,47.25,49.94,78.28,,57.38,68.88,Defensive Midfielder
663,2463,Midfielder,Ligue 2,I. Kebbal,Paris FC,13,910,6,11.0,2,1,17,6,5,0,6,53,554,483,41,38,5,23,0.0,0.1,0.59,7,0.69,1.09,0.2,5.24,54.79,47.77,4.05,3.76,0.49,2.27,1.68,0.59,0.49,0.0,0.59,0.0,87.18,56.15,95.63,80.18,40.75,36.2,,65.95,91.64,Attacking Midfielder
664,2464,Midfielder,Ligue 2,D. Gaucho,Caen,11,885,1,8.0,4,0,22,34,17,19,2,48,502,428,74,2,1,3,0.0,0.0,0.1,1,0.1,0.81,0.41,4.88,51.05,43.53,7.53,0.2,0.1,0.31,2.24,3.46,1.73,1.93,0.2,0.0,85.26,44.03,47.33,65.01,85.55,66.09,,61.71,81.84,Defensive Midfielder
665,2465,Midfielder,Ligue 2,S. Belloumou,Valenciennes,14,1087,0,6.0,1,0,33,28,18,22,1,78,676,548,90,3,0,5,0.0,0.0,0.0,0,0.0,0.5,0.08,6.46,55.97,45.37,7.45,0.25,0.0,0.41,2.73,2.32,1.49,1.82,0.08,0.0,81.07,28.6,23.42,54.78,86.25,81.45,,53.31,55.62,Defensive Midfielder
666,2466,Midfielder,Ligue 2,N. Kandil,Amiens SC,10,575,0,9.0,5,2,20,9,6,5,2,47,237,175,22,17,2,12,0.0,0.31,0.0,2,0.31,1.41,0.78,7.36,37.1,27.39,3.44,2.66,0.31,1.88,3.13,1.41,0.94,0.78,0.31,0.0,73.84,89.29,61.71,46.48,73.82,68.9,,65.54,91.07,Attacking Midfielder
669,2469,Midfielder,Ligue 2,J. Janneh,Bastia,12,875,0,5.0,2,0,40,8,10,15,1,68,492,425,64,3,0,7,0.0,0.0,0.0,0,0.0,0.51,0.21,6.99,50.61,43.71,6.58,0.31,0.0,0.72,4.11,0.82,1.03,1.54,0.1,0.0,86.38,34.43,28.92,68.2,72.23,81.53,,56.12,64.27,Defensive Midfielder
670,2470,Midfielder,Ligue 2,R. Lutin,Amiens SC,16,660,1,7.0,0,0,29,4,4,2,5,59,242,189,26,11,0,6,0.0,0.0,0.14,1,0.14,0.95,0.0,8.05,33.0,25.77,3.55,1.5,0.0,0.82,3.95,0.55,0.55,0.27,0.68,0.0,78.1,20.62,51.77,46.79,58.34,59.7,,48.36,32.85,Defensive Midfielder
672,2472,Midfielder,Ligue 2,I. Fofana,Amiens SC,16,893,0,5.0,1,1,24,21,11,9,1,46,388,335,37,0,0,7,0.0,0.1,0.0,1,0.1,0.5,0.1,4.64,39.1,33.76,3.73,0.0,0.0,0.71,2.42,2.12,1.11,0.91,0.1,0.0,86.34,51.48,28.36,55.68,77.88,47.2,,51.39,44.38,Defensive Midfielder
675,2475,Midfielder,Ligue 2,A. Ipiele,Valenciennes,16,866,3,20.0,4,2,9,5,7,17,7,55,276,185,10,41,1,17,0.0,0.21,0.31,5,0.52,2.08,0.42,5.72,28.68,19.23,1.04,4.26,0.1,1.77,0.94,0.52,0.73,1.77,0.73,0.0,67.03,76.51,80.54,34.15,32.18,75.79,,57.95,71.18,Attacking Midfielder
678,2478,Midfielder,Ligue 2,A. Camara,Paris FC,14,917,0,8.0,3,1,32,10,11,15,2,83,511,443,43,7,1,10,0.0,0.1,0.0,1,0.1,0.79,0.29,8.15,50.15,43.48,4.22,0.69,0.1,0.98,3.14,0.98,1.08,1.47,0.2,0.0,86.69,60.5,41.36,66.48,72.62,85.11,,63.32,87.9,Defensive Midfielder
683,2824,Defender,Premiership,C. Robertson,Dundee FC,20,1567,0,8.0,4,0,19,136,9,67,2,93,597,440,125,4,0,4,0.0,0.0,0.0,0,0.0,0.46,0.23,5.34,34.29,25.27,7.18,0.23,0.0,0.23,1.09,7.81,0.52,3.85,0.11,0.0,73.7,45.73,34.28,43.14,50.7,82.38,,55.22,56.4,Centerback
684,2825,Defender,Premiership,J. Tavernier,Rangers,31,2518,8,51.0,17,4,55,84,39,54,13,142,1656,1313,218,220,14,66,0.0,0.14,0.29,12,0.43,1.82,0.61,5.08,59.19,46.93,7.79,7.86,0.5,2.36,1.97,3.0,1.39,1.93,0.46,0.0,79.29,95.09,97.4,66.69,63.68,62.99,,69.05,93.6,Fullback
685,2826,Defender,Premiership,M. Fraser,St. Mirren,35,3140,3,9.0,2,0,58,137,39,52,2,152,1127,790,239,43,3,22,0.0,0.0,0.09,3,0.09,0.26,0.06,4.36,32.3,22.64,6.85,1.23,0.09,0.63,1.66,3.93,1.12,1.49,0.06,0.0,70.1,34.34,77.1,42.49,60.42,47.29,,53.91,53.05,Fullback
686,2827,Defender,Premiership,J. Obita,Hibernian,33,1897,5,5.0,1,0,26,73,15,37,2,81,770,556,160,99,8,22,0.0,0.0,0.24,5,0.24,0.24,0.05,3.84,36.53,26.38,7.59,4.7,0.38,1.04,1.23,3.46,0.71,1.76,0.09,0.0,72.21,33.93,92.2,53.35,40.59,47.77,,49.77,37.8,Fullback
687,2828,Defender,Premiership,S. Kingsley,Heart of Midlothian,18,590,0,4.0,1,1,8,19,5,7,0,20,336,285,46,21,1,1,0.0,0.15,0.0,1,0.15,0.61,0.15,3.05,51.25,43.47,7.02,3.2,0.15,0.15,1.22,2.9,0.76,1.07,0.0,0.0,84.82,85.46,42.86,74.62,37.87,26.71,,45.31,25.91,Centerback
688,2829,Defender,Premiership,K. Holt,Dundee United,24,1908,1,24.0,7,2,39,173,20,117,7,163,791,574,172,9,2,12,0.0,0.09,0.05,3,0.14,1.13,0.33,7.69,37.31,27.08,8.11,0.42,0.09,0.57,1.84,8.16,0.94,5.52,0.33,0.0,72.57,84.31,72.25,46.42,72.31,96.34,,73.73,99.09,Centerback
689,2830,Defender,Premiership,S. O'Donnell,Motherwell,30,1990,1,10.0,3,1,43,92,17,53,2,110,990,761,199,47,6,15,0.0,0.05,0.05,2,0.09,0.45,0.14,4.97,44.77,34.42,9.0,2.13,0.27,0.68,1.94,4.16,0.77,2.4,0.09,0.0,76.87,67.93,76.81,59.15,55.77,66.13,,61.75,75.61,Centerback
690,2831,Defender,Premiership,SFS. Findlay,Heart of Midlothian,14,966,0,6.0,2,0,14,62,8,29,1,61,311,230,77,2,1,2,0.0,0.0,0.0,0,0.0,0.56,0.19,5.68,28.98,21.43,7.17,0.19,0.09,0.19,1.3,5.78,0.75,2.7,0.09,0.0,73.95,42.76,41.71,42.42,53.83,74.97,,55.07,55.18,Centerback
691,2832,Defender,Premiership,P. McGinn,Motherwell,12,625,0,3.0,1,1,9,23,5,9,0,28,234,177,48,6,1,1,0.0,0.14,0.0,1,0.14,0.43,0.14,4.03,33.7,25.49,6.91,0.86,0.14,0.14,1.3,3.31,0.72,1.3,0.0,0.0,75.64,83.61,42.36,48.82,40.87,41.71,,44.95,25.0,Centerback
692,2833,Defender,Premiership,D. Gallagher,Ross County,32,2711,2,10.0,3,1,37,247,13,150,2,194,1131,859,270,4,0,7,0.0,0.03,0.07,3,0.1,0.33,0.1,6.44,37.55,28.52,8.96,0.13,0.0,0.23,1.23,8.2,0.43,4.98,0.07,0.0,75.95,60.27,59.09,49.43,52.87,92.87,,63.17,79.88,Centerback
693,2834,Defender,Premiership,D. Wright,Dundee FC,32,2621,1,17.0,6,1,44,77,22,33,5,133,1345,1059,168,51,2,30,0.0,0.03,0.03,2,0.07,0.58,0.21,4.57,46.18,36.36,5.77,1.75,0.07,1.03,1.51,2.64,0.76,1.13,0.17,0.0,78.74,67.73,71.12,52.06,40.95,41.4,,47.64,30.79,Fullback
694,2835,Defender,Premiership,J. Souttar,Rangers,22,1849,0,12.0,5,1,18,119,12,66,3,103,1536,1398,162,1,0,7,0.0,0.05,0.0,1,0.05,0.58,0.24,5.01,74.76,68.05,7.89,0.05,0.0,0.34,0.88,5.79,0.58,3.21,0.15,0.0,91.02,73.96,36.68,76.18,43.73,76.52,,59.22,67.99,Centerback
695,2836,Defender,Premiership,J. McGhee,Motherwell,25,1758,0,19.0,7,4,27,106,15,70,2,109,635,470,63,17,1,10,0.0,0.2,0.0,4,0.2,0.97,0.36,5.58,32.51,24.06,3.23,0.87,0.05,0.51,1.38,5.43,0.77,3.58,0.1,0.0,74.02,95.17,46.38,34.79,55.46,83.45,,59.4,69.82,Centerback
696,2837,Defender,Premiership,L. Gordon,Motherwell,28,2317,1,17.0,7,1,27,182,28,135,3,174,820,601,184,2,1,5,0.0,0.04,0.04,2,0.08,0.66,0.27,6.76,31.85,23.34,7.15,0.08,0.04,0.19,1.05,7.07,1.09,5.24,0.12,0.0,73.29,72.64,59.75,39.79,63.0,94.57,,66.41,88.41,Centerback
697,2838,Defender,Premiership,F. Kent,Heart of Midlothian,17,1295,0,11.0,2,2,15,74,11,56,5,84,914,798,124,0,0,5,0.0,0.14,0.0,2,0.14,0.76,0.14,5.84,63.52,55.46,8.62,0.0,0.0,0.35,1.04,5.14,0.76,3.89,0.35,0.0,87.31,83.61,36.91,68.64,47.13,86.1,,61.98,76.22,Centerback
698,2839,Defender,Premiership,B. Mikulić,St. Johnstone,14,1166,0,5.0,2,2,13,111,9,36,1,50,746,632,101,1,0,2,0.0,0.15,0.0,2,0.15,0.39,0.15,3.86,57.58,48.78,7.8,0.08,0.0,0.15,1.0,8.57,0.69,2.78,0.08,0.0,84.72,85.46,31.76,65.02,53.83,58.84,,56.7,60.06,Centerback
699,2840,Defender,Premiership,J. McCart,Heart of Midlothian,10,811,0,10.0,3,1,6,97,7,67,1,81,478,358,85,0,0,1,0.0,0.11,0.0,1,0.11,1.11,0.33,8.99,53.05,39.73,9.43,0.0,0.0,0.11,0.67,10.76,0.78,7.44,0.11,0.0,74.9,88.26,30.73,42.45,54.09,98.72,,62.29,77.44,Centerback
700,2841,Defender,Premiership,C. Halkett,Heart of Midlothian,29,999,0,10.0,5,1,15,79,11,78,1,101,734,645,66,0,0,4,0.0,0.09,0.0,1,0.09,0.9,0.45,9.1,66.13,58.11,5.95,0.0,0.0,0.36,1.35,7.12,0.99,7.03,0.09,0.0,87.87,86.05,37.02,61.36,65.56,98.78,,71.19,96.34,Centerback
701,2842,Defender,Premiership,N. Devlin,Aberdeen,33,2239,0,25.0,8,4,35,82,16,46,8,122,865,630,138,43,0,7,0.0,0.16,0.0,4,0.16,1.0,0.32,4.9,34.77,25.32,5.55,1.73,0.0,0.28,1.41,3.3,0.64,1.85,0.32,0.0,72.83,93.55,35.5,42.15,40.75,59.97,,47.95,32.32,Centerback
702,2843,Defender,Premiership,A. Wright,Ross County,35,3150,1,19.0,7,4,88,221,64,111,5,229,947,696,127,29,0,14,0.0,0.11,0.03,5,0.14,0.54,0.2,6.54,27.06,19.89,3.63,0.83,0.0,0.4,2.51,6.31,1.83,3.17,0.14,0.0,73.5,83.41,56.52,34.57,87.9,85.73,,73.33,98.78,Centerback
703,2844,Defender,Premiership,D. Sterling,Rangers,20,1149,0,5.0,1,0,25,50,14,25,0,64,665,586,57,11,1,3,0.0,0.0,0.0,0,0.0,0.39,0.08,5.01,52.09,45.9,4.46,0.86,0.08,0.23,1.96,3.92,1.1,1.96,0.0,0.0,88.12,35.9,42.93,67.72,63.43,62.8,,60.71,73.17,Centerback
704,2845,Defender,Premiership,M. Knoester,Aberdeen,10,867,1,12.0,1,0,21,82,10,35,2,58,487,391,93,7,1,2,0.0,0.0,0.1,1,0.1,1.25,0.1,6.02,50.55,40.59,9.65,0.73,0.1,0.21,2.18,8.51,1.04,3.63,0.21,0.0,80.29,37.23,70.75,62.42,79.54,87.44,,75.1,99.7,Centerback
705,2846,Defender,Premiership,C. Carter-Vickers,Celtic,29,2438,0,10.0,2,1,27,139,33,117,0,160,2989,2835,109,0,1,5,0.0,0.04,0.0,1,0.04,0.37,0.07,5.91,110.34,104.66,4.02,0.0,0.04,0.18,1.0,5.13,1.22,4.32,0.0,0.0,94.85,60.7,38.48,60.37,58.42,89.63,,64.73,83.54,Centerback
706,2847,Defender,Premiership,A. Trusty,Celtic,30,1827,1,15.0,3,1,35,77,14,95,4,148,2304,2162,89,1,0,5,0.0,0.05,0.05,2,0.1,0.74,0.15,7.29,113.5,106.5,4.38,0.05,0.0,0.25,1.72,3.79,0.69,4.68,0.2,0.0,93.84,68.7,57.64,65.59,49.76,94.7,,65.9,86.89,Centerback
707,2848,Defender,Premiership,A. Iacovitti,Ross County,16,793,0,5.0,2,1,10,54,12,37,1,52,283,172,61,4,0,3,0.0,0.11,0.0,1,0.11,0.57,0.23,5.9,32.12,19.52,6.92,0.45,0.0,0.34,1.13,6.13,1.36,4.2,0.11,0.0,60.78,85.43,36.68,36.05,66.82,87.99,,63.88,80.79,Centerback
708,2849,Defender,Premiership,A. Ralston,Celtic,35,625,2,4.0,2,2,19,18,8,10,0,44,616,558,51,36,2,10,0.0,0.29,0.29,4,0.58,0.58,0.29,6.34,88.7,80.35,7.34,5.18,0.29,1.44,2.74,2.59,1.15,1.44,0.0,0.0,90.58,94.3,94.84,88.49,62.07,62.93,,72.46,97.56,Fullback
711,2852,Defender,Premiership,L. Scales,Celtic,32,1734,3,15.0,5,2,19,101,22,124,4,161,2265,2082,91,1,1,9,0.0,0.1,0.16,5,0.26,0.78,0.26,8.36,117.56,108.06,4.72,0.05,0.05,0.47,0.99,5.24,1.14,6.44,0.21,0.0,91.92,84.09,78.08,65.7,56.78,97.5,,72.24,97.26,Centerback
712,2853,Defender,Premiership,K. Tobers,Aberdeen,9,709,0,5.0,5,0,10,63,3,24,0,42,444,395,59,0,0,0,0.0,0.0,0.0,0,0.0,0.63,0.63,5.33,56.36,50.14,7.49,0.0,0.0,0.0,1.27,8.0,0.38,3.05,0.0,0.0,88.96,51.54,26.73,68.22,52.9,76.71,,59.23,68.6,Centerback
713,2854,Defender,Premiership,A. Gogić,St. Mirren,34,2825,1,14.0,3,1,39,220,41,71,1,131,963,711,261,3,0,5,0.0,0.03,0.03,2,0.06,0.45,0.1,4.17,30.68,22.65,8.32,0.1,0.0,0.16,1.24,7.01,1.31,2.26,0.03,0.0,73.83,60.27,50.77,44.44,70.55,56.16,,59.24,68.9,Centerback
715,2856,Defender,Premiership,R. Bushiri Kiranga,Hibernian,35,2114,1,12.0,3,3,17,168,18,54,3,84,793,680,104,0,0,6,0.0,0.13,0.04,4,0.17,0.51,0.13,3.58,33.76,28.95,4.43,0.0,0.0,0.26,0.72,7.15,0.77,2.3,0.13,0.0,85.75,81.39,56.04,51.14,50.82,51.68,,53.15,49.7,Centerback
716,2857,Defender,Premiership,J. Iredale,Hibernian,30,2002,1,4.0,1,1,48,153,39,53,1,111,889,651,230,11,2,9,0.0,0.04,0.04,2,0.09,0.18,0.04,4.99,39.97,29.27,10.34,0.49,0.09,0.4,2.16,6.88,1.75,2.38,0.04,0.0,73.23,59.24,67.82,50.3,87.31,65.85,,71.19,96.04,Centerback
717,2858,Defender,Premiership,M. Steinwender,Heart of Midlothian,11,712,0,5.0,1,1,8,65,10,28,2,45,447,376,62,0,0,1,0.0,0.13,0.0,1,0.13,0.63,0.13,5.69,56.5,47.53,7.84,0.0,0.0,0.13,1.01,8.22,1.26,3.54,0.25,0.0,84.12,81.39,31.23,58.69,68.37,83.6,,67.18,90.24,Centerback
718,2859,Defender,Premiership,W. O'Hora,Hibernian,35,2303,0,13.0,3,1,25,180,27,109,6,147,985,771,147,2,2,12,0.0,0.04,0.0,1,0.04,0.51,0.12,5.74,38.49,30.13,5.74,0.08,0.08,0.47,0.98,7.03,1.06,4.26,0.23,0.0,78.27,64.31,47.77,42.72,60.8,87.68,,62.78,78.96,Centerback
719,2860,Defender,Premiership,A. Johnston,Celtic,33,2540,9,18.0,9,4,46,67,14,33,4,112,2132,1851,133,98,14,46,0.0,0.14,0.32,13,0.46,0.64,0.32,3.97,75.54,65.59,4.71,3.47,0.5,1.63,1.63,2.37,0.5,1.17,0.14,0.0,86.82,91.84,96.87,72.48,36.2,36.86,,52.47,46.65,Fullback
720,2861,Defender,Premiership,R. Astley,Dundee FC,33,1941,2,9.0,1,0,37,122,19,62,3,105,750,539,133,10,1,4,0.0,0.0,0.09,2,0.09,0.42,0.05,4.87,34.78,24.99,6.17,0.46,0.05,0.19,1.72,5.66,0.88,2.87,0.14,0.0,71.87,33.93,66.36,38.87,64.01,70.85,,59.42,70.12,Centerback
721,2862,Defender,Premiership,G. Molloy,Aberdeen,20,1698,0,4.0,0,0,22,141,33,66,2,106,1107,931,134,4,0,0,0.0,0.0,0.0,0,0.0,0.21,0.0,5.62,58.67,49.35,7.1,0.21,0.0,0.0,1.17,7.47,1.75,3.5,0.11,0.0,84.1,27.62,26.73,63.15,75.78,82.77,,67.69,90.55,Centerback
722,2863,Defender,Premiership,R. Graham,Dundee United,25,1174,0,13.0,5,4,17,122,7,68,2,96,504,343,143,7,0,3,0.0,0.31,0.0,4,0.31,1.0,0.38,7.36,38.64,26.29,10.96,0.54,0.0,0.23,1.3,9.35,0.54,5.21,0.15,0.0,68.06,96.4,34.28,45.73,56.45,95.49,,63.85,80.49,Centerback
723,2864,Defender,Premiership,B. Koumetio,Dundee FC,23,1225,0,10.0,1,0,20,101,21,86,0,122,534,368,98,0,0,10,0.0,0.0,0.0,0,0.0,0.73,0.07,8.96,39.23,27.04,7.2,0.0,0.0,0.73,1.47,7.42,1.54,6.32,0.0,0.0,68.91,34.98,41.94,30.26,78.53,97.99,,67.9,91.16,Centerback
725,2866,Defender,Premiership,T. Sparrow,Motherwell,31,1636,1,18.0,6,4,38,41,15,27,2,82,438,329,36,30,3,14,0.0,0.22,0.06,5,0.28,0.99,0.33,4.51,24.1,18.1,1.98,1.65,0.17,0.77,2.09,2.26,0.83,1.49,0.11,0.0,75.11,94.98,77.79,36.59,48.11,48.69,,51.26,42.99,Fullback
726,2867,Defender,Premiership,A. Jensen,Aberdeen,13,1098,3,7.0,1,0,21,28,7,12,1,49,535,447,27,50,2,16,0.0,0.0,0.25,3,0.25,0.57,0.08,4.02,43.85,36.64,2.21,4.1,0.16,1.31,1.72,2.3,0.57,0.98,0.08,0.0,83.55,35.9,92.03,58.54,38.03,33.38,,46.26,26.83,Fullback
729,2870,Defender,Premiership,A. Donnelly,Dundee FC,13,876,0,8.0,2,1,12,71,8,32,4,52,309,179,102,9,1,7,0.0,0.1,0.0,1,0.1,0.82,0.21,5.34,31.75,18.39,10.48,0.92,0.1,0.72,1.23,7.29,0.82,3.29,0.41,0.0,57.93,82.35,51.26,45.05,59.48,78.9,,61.77,75.91,Centerback
733,2874,Defender,Premiership,Z. Mitchell,Hibernian,8,543,0,0.0,0,0,11,43,5,17,0,37,336,285,52,2,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,6.13,55.69,47.24,8.62,0.33,0.0,0.0,1.82,7.13,0.83,2.82,0.0,0.0,84.82,27.62,26.73,70.46,67.97,79.36,,65.18,85.06,Centerback
736,2877,Forward,Premiership,J. White,Ross County,35,1974,0,35.0,15,6,24,52,6,212,6,274,557,300,19,6,0,14,0.0,0.27,0.0,6,0.27,1.6,0.68,12.49,25.4,13.68,0.87,0.27,0.0,0.64,1.09,2.37,0.27,9.67,0.27,0.0,53.86,57.23,28.3,28.56,69.37,97.91,,48.92,42.93,Target Man
737,2878,Forward,Premiership,M. Boyle,Hibernian,33,2348,6,59.0,23,13,13,11,8,12,20,90,327,223,24,119,9,29,0.0,0.5,0.23,19,0.73,2.26,0.88,3.45,12.53,8.55,0.92,4.56,0.34,1.11,0.5,0.42,0.31,0.46,0.77,0.0,68.2,75.92,79.21,60.68,51.02,27.23,,68.51,84.29,Creative Forward
738,2879,Forward,Premiership,D. Gayle,Hibernian,28,862,4,21.0,10,5,7,5,5,20,3,38,179,127,6,5,6,8,0.0,0.52,0.42,9,0.94,2.19,1.04,3.97,18.69,13.26,0.63,0.52,0.63,0.84,0.73,0.52,0.52,2.09,0.31,0.0,70.95,81.2,81.47,48.12,61.53,47.54,,71.97,91.1,Creative Forward
740,2881,Forward,Premiership,L. Shankland,Heart of Midlothian,30,2411,7,85.0,24,4,21,32,10,56,21,118,698,491,48,21,14,40,0.0,0.15,0.26,11,0.41,3.17,0.9,4.4,26.06,18.33,1.79,0.78,0.52,1.49,0.78,1.19,0.37,2.09,0.78,0.0,70.34,55.24,86.96,57.5,62.32,51.47,,65.07,77.49,Creative Forward
741,2882,Forward,Premiership,C. McMenamin,St. Mirren,11,498,1,17.0,7,3,8,3,4,9,6,28,126,83,16,16,0,6,0.0,0.54,0.18,4,0.72,3.07,1.27,5.06,22.77,15.0,2.89,2.89,0.0,1.08,1.45,0.54,0.72,1.63,1.08,0.0,65.87,88.48,63.72,62.07,79.88,54.55,,73.27,91.62,Target Man
742,2883,Forward,Premiership,M. Mandron,St. Mirren,34,1538,2,41.0,22,5,16,48,5,123,8,158,443,300,16,7,4,24,0.0,0.29,0.12,7,0.41,2.4,1.29,9.25,25.92,17.56,0.94,0.41,0.23,1.4,0.94,2.81,0.29,7.2,0.47,0.0,67.72,76.02,72.28,44.28,67.26,92.98,,71.4,90.05,Target Man
