,ID,Position,League,Name,Team,App,Mins,Assists,Shots,shotsOnTarget,Goals,xG,npxG,xA,Tackles,Clearances,Interceptions,aerialsWon,Blocks,duelsWon,Passes,accuratePasses,longBalls,Crosses,bigChancesCreated,keyPasses,Saves,goalsPer90,assistsPer90,g+a,g+aPer90,shotsPer90,shotsOnTargetPer90,duelsWonPer90,passesPer90,accuratePassesPer90,longBallsPer90,crossesPer90,bigChancesCreatedPer90,keyPassesPer90,tacklesPer90,clearancesPer90,interceptionsPer90,aerialsWonPer90,blocksPer90,savesPer90,xgPer90,npxgPer90,xaPer90,passAccuracy,scoreGoalScoring,scoreAssisting,scorePassing,scoreDefending,scoreDuels,scoreGoalkeeping,scoreRaw,scoreFinal,playerProfile
612,782,Midfielder,Championship,S. Peck,Sheffield United,49,3191,2,44.0,12,0,2.33,2.32,2.99,68,82,21,56,19,174,1730,1416,155,48,5,27,0.0,0.0,0.06,2,0.06,1.24,0.34,4.91,48.79,39.94,4.37,1.35,0.14,0.76,1.92,2.31,0.59,1.58,0.54,0.0,0.07,0.07,0.08,81.85,46.03,42.1,57.36,63.89,66.69,,54.55,55.65,Defensive Midfielder
613,783,Midfielder,Championship,A. Brooks,Sheffield United,43,1072,2,24.0,12,4,3.36,3.71,2.64,39,11,7,15,8,92,315,260,22,17,4,13,0.0,0.34,0.17,6,0.5,2.01,1.01,7.72,26.45,21.83,1.85,1.43,0.34,1.09,3.27,0.92,0.59,1.26,0.67,0.0,0.28,0.31,0.22,82.54,90.98,74.48,47.95,63.9,84.92,,69.77,96.45,Attacking Midfielder
614,784,Midfielder,Championship,K. Morgan,Queens Park Rangers,40,1592,2,17.0,3,1,0.91,0.91,0.78,24,20,10,8,4,48,664,496,66,20,4,10,0.0,0.06,0.11,3,0.17,0.96,0.17,2.71,37.54,28.04,3.73,1.13,0.23,0.57,1.36,1.13,0.57,0.45,0.23,0.0,0.05,0.05,0.04,74.7,31.71,35.11,40.73,42.16,20.66,,35.25,11.84,Defensive Midfielder
615,785,Midfielder,Championship,R. Esse,Coventry City,24,2029,1,30.0,12,4,2.11,2.2,3.17,66,18,9,24,13,204,496,337,63,69,6,27,0.0,0.18,0.04,5,0.22,1.33,0.53,9.05,22.0,14.95,2.79,3.06,0.27,1.2,2.93,0.8,0.4,1.06,0.58,0.0,0.09,0.1,0.14,67.94,58.14,66.31,40.72,55.8,84.1,,59.25,75.13,Attacking Midfielder
618,788,Midfielder,Championship,C. Ashford,Cardiff City,37,1532,3,21.0,4,2,1.44,1.6,2.09,21,6,8,11,10,80,340,276,13,38,4,13,0.0,0.12,0.18,5,0.29,1.23,0.23,4.7,19.97,16.21,0.76,2.23,0.23,0.76,1.23,0.35,0.47,0.65,0.59,0.0,0.08,0.09,0.12,81.18,42.74,54.18,42.65,26.84,46.09,,42.9,18.62,Attacking Midfielder
619,789,Midfielder,Championship,H. Armstrong,Preston North End,16,1110,0,9.0,3,1,0.41,0.45,0.34,25,31,23,15,6,58,326,222,56,2,1,5,0.0,0.08,0.0,1,0.08,0.73,0.24,4.7,26.43,18.0,4.54,0.16,0.08,0.41,2.03,2.51,1.86,1.22,0.49,0.0,0.03,0.04,0.03,68.1,29.55,23.26,30.47,81.8,59.48,,43.15,19.05,Defensive Midfielder
622,792,Midfielder,Championship,RBR. Bangura-Williams,Millwall,13,609,3,8.0,2,0,1.06,1.05,0.36,23,9,3,5,5,40,139,98,16,2,1,4,0.0,0.0,0.44,3,0.44,1.18,0.3,5.91,20.54,14.48,2.36,0.3,0.15,0.59,3.4,1.33,0.44,0.74,0.74,0.0,0.16,0.16,0.05,70.5,60.63,33.21,23.67,66.4,63.5,,46.12,25.62,Defensive Midfielder
623,793,Defender,Eredivisie,N. Viergever,FC Utrecht,33,2951,1,14.0,7,3,3.5,3.49,1.5,52,159,28,53,1,120,1818,1569,180,2,1,7,0.0,0.09,0.03,4,0.12,0.43,0.21,3.66,55.45,47.85,5.49,0.06,0.03,0.21,1.59,4.85,0.85,1.62,0.03,0.0,0.11,0.11,0.05,86.3,88.49,51.82,53.49,54.97,44.58,,53.44,51.08,Centerback
624,794,Defender,Eredivisie,B. Nuytinck,NEC Nijmegen,27,1699,0,13.0,4,1,1.13,1.13,0.62,27,120,16,59,3,96,1060,941,124,2,1,4,0.0,0.05,0.0,1,0.05,0.69,0.21,5.09,56.15,49.85,6.57,0.11,0.05,0.21,1.43,6.36,0.85,3.13,0.16,0.0,0.06,0.06,0.03,88.77,75.31,45.07,67.13,58.34,80.48,,65.15,88.61,Centerback
625,795,Defender,Eredivisie,P. van Aanholt,Sparta Rotterdam,21,1679,0,19.0,1,0,0.64,0.65,2.11,29,44,21,7,7,48,655,544,57,24,1,18,0.0,0.0,0.0,0,0.0,1.02,0.05,2.57,35.11,29.16,3.06,1.29,0.05,0.96,1.55,2.36,1.13,0.38,0.38,0.0,0.03,0.03,0.11,83.05,43.59,79.09,44.5,46.82,13.42,,41.07,17.99,Fullback
626,796,Defender,Eredivisie,M. Peersman,FC Groningen,26,1814,2,4.0,0,0,0.21,0.21,1.26,36,91,22,40,1,123,1041,831,114,26,2,10,0.0,0.0,0.1,2,0.1,0.2,0.0,6.1,51.65,41.23,5.66,1.29,0.1,0.5,1.79,4.51,1.09,1.98,0.05,0.0,0.01,0.01,0.06,79.83,22.51,67.1,48.01,63.69,73.88,,61.38,78.78,Centerback
627,797,Defender,Eredivisie,I. Pinto,Fortuna Sittard,31,2514,3,5.0,1,0,0.25,0.25,4.5,50,76,24,16,1,91,931,682,187,95,2,26,0.0,0.0,0.11,3,0.11,0.18,0.04,3.26,33.33,24.42,6.69,3.4,0.07,0.93,1.79,2.72,0.86,0.57,0.04,0.0,0.01,0.01,0.16,73.25,27.83,84.03,48.76,44.43,18.97,,42.06,19.9,Fullback
628,798,Defender,Eredivisie,B. Martins Indi,Sparta Rotterdam,24,555,0,3.0,0,0,0.08,0.09,0.24,3,25,4,7,1,17,472,433,30,0,0,3,0.0,0.0,0.0,0,0.0,0.49,0.0,2.76,76.54,70.22,4.86,0.0,0.0,0.49,0.49,4.05,0.65,1.14,0.16,0.0,0.01,0.01,0.04,91.74,22.51,51.13,62.4,34.06,28.07,,39.36,15.47,Centerback
629,799,Defender,Eredivisie,G. Trauner,Feyenoord,23,1393,0,14.0,3,0,0.96,1.14,0.93,18,73,36,47,6,73,1146,1036,77,0,1,6,0.0,0.0,0.0,0,0.0,0.9,0.19,4.72,74.04,66.93,4.97,0.0,0.06,0.39,1.16,4.72,2.33,3.04,0.39,0.0,0.06,0.07,0.06,90.4,74.05,62.52,60.12,67.85,75.34,,67.95,94.0,Centerback
630,800,Defender,Eredivisie,G. Nauber,Go Ahead Eagles,32,2688,0,15.0,4,2,1.75,1.78,0.37,26,165,16,55,6,90,1667,1474,205,0,0,5,0.0,0.07,0.0,2,0.07,0.5,0.13,3.01,55.81,49.35,6.86,0.0,0.0,0.17,0.87,5.52,0.54,1.84,0.2,0.0,0.06,0.06,0.01,88.42,69.05,24.24,61.0,40.83,44.42,,45.51,28.78,Centerback
631,801,Defender,Eredivisie,M. van der Hoorn,FC Utrecht,32,2559,2,23.0,8,3,2.72,2.69,1.43,39,182,37,152,4,212,1625,1330,308,3,5,12,0.0,0.11,0.07,5,0.18,0.81,0.28,7.46,57.15,46.78,10.83,0.11,0.18,0.42,1.37,6.4,1.3,5.35,0.14,0.0,0.1,0.09,0.05,81.85,89.81,64.99,51.57,69.93,97.48,,73.65,98.68,Centerback
632,802,Defender,Eredivisie,D. Mirani,Heracles Almelo,34,3016,0,22.0,5,2,1.66,1.66,1.03,45,209,33,115,2,173,1765,1509,264,6,1,8,0.0,0.06,0.0,2,0.06,0.66,0.15,5.16,52.67,45.03,7.88,0.18,0.03,0.24,1.34,6.24,0.98,3.43,0.06,0.0,0.05,0.05,0.03,85.5,64.56,44.73,60.1,60.63,82.9,,64.7,87.41,Centerback
634,804,Defender,Eredivisie,J. Kramer,Go Ahead Eagles,34,3047,1,26.0,9,0,1.72,1.68,1.99,31,240,29,87,6,141,2408,2137,253,6,4,15,0.0,0.0,0.03,1,0.03,0.77,0.27,4.16,71.13,63.12,7.47,0.18,0.12,0.44,0.92,7.09,0.86,2.57,0.18,0.0,0.05,0.05,0.06,88.75,71.52,66.68,70.16,53.2,64.95,,61.79,80.1,Centerback
635,805,Defender,Eredivisie,M. Deijl,Feyenoord,34,3060,1,36.0,12,4,4.77,3.22,1.99,51,105,15,43,10,169,1259,971,218,55,4,19,0.0,0.12,0.03,5,0.15,1.06,0.35,4.97,37.03,28.56,6.41,1.62,0.12,0.56,1.5,3.09,0.44,1.26,0.29,0.0,0.14,0.09,0.06,77.12,95.71,69.04,47.3,34.54,51.13,,47.75,34.65,Fullback
636,806,Defender,Eredivisie,S. Horemans,FC Utrecht,31,2361,4,9.0,3,1,0.43,0.44,3.44,69,119,48,47,2,135,1053,805,171,77,5,22,0.0,0.04,0.15,5,0.19,0.34,0.11,5.15,40.14,30.69,6.52,2.94,0.19,0.84,2.63,4.54,1.83,1.79,0.08,0.0,0.02,0.02,0.13,76.45,40.04,86.03,50.27,83.51,63.99,,70.06,96.28,Fullback
637,807,Defender,Eredivisie,J. Lotomba,Feyenoord,6,487,1,8.0,2,1,0.73,0.74,0.34,11,7,8,12,0,39,211,186,12,6,0,2,0.0,0.18,0.18,2,0.37,1.48,0.37,7.21,38.99,34.37,2.22,1.11,0.0,0.37,2.03,1.29,1.48,2.22,0.0,0.0,0.14,0.14,0.06,88.15,96.13,54.97,56.35,54.81,82.15,,64.04,86.09,Fullback
638,808,Defender,Eredivisie,B. Nieuwkoop,Feyenoord,14,465,1,4.0,4,0,0.72,0.72,0.44,14,11,6,10,0,31,153,118,12,9,2,6,0.0,0.0,0.19,1,0.19,0.77,0.77,6.0,29.61,22.84,2.32,1.74,0.39,1.16,2.71,2.13,1.16,1.94,0.0,0.0,0.14,0.14,0.09,77.12,97.91,85.49,32.75,58.17,72.99,,61.51,79.14,Fullback
639,809,Defender,Eredivisie,T. Ouwejan,NEC Nijmegen,31,1868,5,32.0,10,2,1.96,1.29,5.08,52,47,25,14,11,81,593,422,70,211,14,45,0.0,0.1,0.24,7,0.34,1.54,0.48,3.9,28.57,20.33,3.37,10.17,0.67,2.17,2.51,2.26,1.2,0.67,0.53,0.0,0.09,0.06,0.24,71.16,91.51,98.52,38.28,58.42,26.26,,52.02,46.88,Fullback
640,810,Defender,Eredivisie,R. Behounek,Willem II Tilburg,35,3143,1,8.0,2,2,1.85,1.61,1.6,39,202,34,39,1,96,1961,1658,342,4,1,4,0.0,0.06,0.03,3,0.09,0.23,0.06,2.75,56.15,47.48,9.79,0.11,0.03,0.11,1.12,5.78,0.97,1.12,0.03,0.0,0.05,0.05,0.05,84.55,57.67,49.39,57.9,55.37,27.65,,48.46,36.81,Centerback
641,811,Defender,Eredivisie,M. Tirpan,Willem II Tilburg,24,1949,1,7.0,2,1,0.62,0.64,1.02,51,68,28,30,1,110,875,693,80,102,4,16,0.0,0.05,0.05,2,0.09,0.32,0.09,5.08,40.41,32.0,3.69,4.71,0.18,0.74,2.36,3.14,1.29,1.39,0.05,0.0,0.03,0.03,0.05,79.2,46.44,69.46,46.13,66.4,54.83,,58.76,68.11,Fullback
642,812,Defender,Eredivisie,S. Floranus,PEC Zwolle,26,1944,1,6.0,0,0,0.78,0.76,0.97,44,89,31,24,1,91,851,698,71,29,1,11,0.0,0.0,0.05,1,0.05,0.28,0.0,4.21,39.4,32.31,3.29,1.34,0.05,0.51,2.04,4.12,1.44,1.11,0.05,0.0,0.04,0.04,0.04,82.02,44.75,57.95,43.21,72.06,38.43,,55.11,56.12,Fullback
644,814,Defender,Eredivisie,M. Rente,FC Groningen,30,2593,1,14.0,5,2,1.41,1.41,1.64,51,131,53,107,1,182,1420,1162,185,37,2,13,0.0,0.07,0.03,3,0.1,0.49,0.17,6.32,49.29,40.33,6.42,1.28,0.07,0.45,1.77,4.55,1.84,3.71,0.03,0.0,0.05,0.05,0.06,81.83,66.32,64.26,54.42,74.76,91.25,,73.34,98.56,Centerback
647,817,Defender,Eredivisie,N. Vesterlund,FC Utrecht,15,638,2,4.0,2,1,0.41,0.42,0.61,10,25,5,9,0,23,236,193,22,6,0,7,0.0,0.14,0.28,3,0.42,0.56,0.28,3.24,33.29,27.23,3.1,0.85,0.0,0.99,1.41,3.53,0.71,1.27,0.0,0.0,0.06,0.06,0.09,81.78,78.06,69.75,40.05,41.07,33.53,,43.7,24.1,Fullback
648,818,Defender,Eredivisie,P. Sandler,NEC Nijmegen,20,1537,0,5.0,0,0,0.21,0.21,0.66,19,79,23,32,2,70,1051,933,111,3,1,7,0.0,0.0,0.0,0,0.0,0.29,0.0,4.1,61.54,54.63,6.5,0.18,0.06,0.41,1.11,4.63,1.35,1.87,0.12,0.0,0.01,0.01,0.04,88.77,22.51,56.5,68.14,60.23,53.41,,57.85,64.99,Centerback
649,819,Defender,Eredivisie,S. Kersten,SC Heerenveen,34,2381,1,13.0,4,1,1.32,1.23,0.46,47,149,32,42,5,105,1619,1451,123,2,0,8,0.0,0.04,0.04,2,0.08,0.49,0.15,3.97,61.2,54.85,4.65,0.08,0.0,0.3,1.78,5.63,1.21,1.59,0.19,0.0,0.05,0.05,0.02,89.62,64.56,35.33,61.0,71.78,47.04,,59.43,70.98,Centerback
650,820,Defender,Eredivisie,J. Castillo,RKC Waalwijk,26,1540,3,6.0,2,0,0.14,0.14,2.48,36,65,9,13,2,72,577,469,89,104,7,27,0.0,0.0,0.18,3,0.18,0.35,0.12,4.21,33.72,27.41,5.2,6.08,0.41,1.58,2.1,3.8,0.53,0.76,0.12,0.0,0.01,0.01,0.14,81.28,33.46,92.9,57.07,47.93,30.98,,49.3,38.85,Fullback
651,821,Defender,Eredivisie,G. Smal,Feyenoord,32,1355,2,10.0,3,0,0.5,0.5,2.63,15,28,12,18,3,45,770,638,66,50,3,24,0.0,0.0,0.13,2,0.13,0.66,0.2,2.99,51.14,42.38,4.38,3.32,0.2,1.59,1.0,1.86,0.8,1.2,0.2,0.0,0.03,0.03,0.17,82.86,55.02,92.59,54.68,25.45,30.34,,40.71,16.91,Fullback
652,822,Defender,Eredivisie,I. Márquez,Fortuna Sittard,29,2335,0,15.0,3,2,1.2,1.23,1.46,27,149,31,83,4,126,1487,1291,138,1,1,2,0.0,0.08,0.0,2,0.08,0.58,0.12,4.86,57.31,49.76,5.32,0.04,0.04,0.08,1.04,5.74,1.19,3.2,0.15,0.0,0.05,0.05,0.06,86.82,62.08,52.57,54.45,60.67,78.31,,63.1,83.21,Centerback
653,823,Defender,Eredivisie,M. Júnior,PSV Eindhoven,26,2017,6,21.0,6,0,1.35,1.37,4.47,54,43,21,13,5,107,1429,1281,90,61,9,34,0.0,0.0,0.27,6,0.27,0.94,0.27,4.77,63.76,57.16,4.02,2.72,0.4,1.52,2.41,1.92,0.94,0.58,0.22,0.0,0.06,0.06,0.2,89.64,77.65,95.81,72.12,47.73,34.42,,55.59,57.43,Fullback
654,824,Defender,Eredivisie,M. de Wit,AZ Alkmaar,29,478,1,3.0,1,1,0.81,0.84,0.39,12,12,5,4,0,26,315,290,23,8,0,4,0.0,0.19,0.19,2,0.38,0.56,0.19,4.9,59.31,54.6,4.33,1.51,0.0,0.75,2.26,2.26,0.94,0.75,0.0,0.0,0.15,0.16,0.07,92.06,90.04,63.69,74.7,48.05,38.91,,54.76,55.16,Fullback
655,825,Defender,Eredivisie,S. Bakari,Sparta Rotterdam,34,2147,0,12.0,3,1,0.7,0.67,0.97,57,89,33,19,5,99,924,796,89,44,0,12,0.0,0.04,0.0,1,0.04,0.5,0.13,4.15,38.73,33.37,3.73,1.84,0.0,0.5,2.39,3.73,1.38,0.8,0.21,0.0,0.03,0.03,0.04,86.15,49.41,51.3,57.15,72.29,31.08,,55.71,57.79,Fullback
657,827,Defender,Eredivisie,L. van Gelderen,RKC Waalwijk,34,2697,0,7.0,2,0,0.43,0.43,0.55,62,176,50,46,2,132,1263,1120,118,12,1,6,0.0,0.0,0.0,0,0.0,0.23,0.07,4.4,42.15,37.37,3.94,0.4,0.03,0.2,2.07,5.87,1.67,1.54,0.07,0.0,0.01,0.01,0.02,88.68,29.75,36.89,60.4,83.18,50.16,,63.07,83.09,Centerback
658,828,Defender,Eredivisie,I. Mesík,Heracles Almelo,33,2910,0,21.0,2,1,0.95,0.99,1.3,27,256,36,39,7,99,1671,1451,218,5,0,3,0.0,0.03,0.0,1,0.03,0.65,0.06,3.06,51.68,44.88,6.74,0.15,0.0,0.09,0.84,7.92,1.11,1.21,0.22,0.0,0.03,0.03,0.04,86.83,44.16,40.55,61.92,61.07,31.16,,50.87,43.29,Centerback
659,829,Defender,Eredivisie,R. van Eijma,RKC Waalwijk,29,1827,0,8.0,2,0,0.27,0.27,0.13,27,156,36,40,3,80,914,786,134,0,0,2,0.0,0.0,0.0,0,0.0,0.39,0.1,3.94,45.02,38.72,6.6,0.0,0.0,0.1,1.33,7.68,1.77,1.97,0.15,0.0,0.01,0.01,0.01,86.0,32.06,22.71,52.26,77.62,53.55,,58.76,67.99,Centerback
660,830,Defender,Eredivisie,B. van Rooij,FC Twente,36,3232,6,22.0,6,1,1.17,1.17,4.88,79,139,39,47,9,169,1706,1394,205,115,5,39,0.0,0.03,0.17,7,0.19,0.61,0.17,4.71,47.51,38.82,5.71,3.2,0.14,1.09,2.2,3.87,1.09,1.31,0.25,0.0,0.03,0.03,0.14,81.71,52.81,87.4,57.4,64.69,48.74,,60.92,76.74,Fullback
661,831,Defender,Eredivisie,M. Eerdhuijzen,FC Utrecht,32,2807,0,12.0,2,1,0.86,0.93,1.55,31,218,44,97,3,146,2130,1870,378,11,1,14,0.0,0.03,0.0,1,0.03,0.38,0.06,4.68,68.29,59.96,12.12,0.35,0.03,0.45,0.99,6.99,1.41,3.11,0.1,0.0,0.03,0.03,0.05,87.79,44.16,58.56,71.85,68.08,75.4,,68.51,94.36,Centerback
662,832,Defender,Eredivisie,J. Šutalo,AFC Ajax,29,2450,0,7.0,2,2,0.67,0.71,1.33,30,129,63,66,2,127,2288,2138,154,3,0,2,0.0,0.07,0.0,2,0.07,0.26,0.07,4.67,84.05,78.54,5.66,0.11,0.0,0.07,1.1,4.74,2.31,2.42,0.07,0.0,0.02,0.03,0.05,93.44,37.06,43.51,73.43,67.43,68.93,,65.09,88.49,Centerback
663,833,Defender,Eredivisie,A. Salah-Eddine,PSV Eindhoven,18,1286,2,11.0,6,2,0.71,0.71,1.34,33,19,16,10,3,73,741,643,49,29,0,17,0.0,0.14,0.14,4,0.28,0.77,0.42,5.11,51.86,45.0,3.43,2.03,0.0,1.19,2.31,1.33,1.12,0.7,0.21,0.0,0.05,0.05,0.09,86.77,75.05,71.1,58.44,50.72,40.32,,52.92,49.28,Fullback
664,834,Defender,Eredivisie,S. van Ottele,Fortuna Sittard,33,1875,3,19.0,3,0,0.6,0.62,1.57,57,105,32,54,6,144,1011,762,260,30,2,21,0.0,0.0,0.14,3,0.14,0.91,0.14,6.91,48.53,36.58,12.48,1.44,0.1,1.01,2.74,5.04,1.54,2.59,0.29,0.0,0.03,0.03,0.08,75.37,50.19,77.52,49.43,84.25,86.08,,75.37,99.28,Centerback
665,835,Defender,Eredivisie,T. Quintero,Sparta Rotterdam,22,590,0,5.0,1,1,0.31,0.31,0.13,15,47,6,28,0,47,437,378,58,0,0,0,0.0,0.15,0.0,1,0.15,0.76,0.15,7.17,66.66,57.66,8.85,0.0,0.0,0.0,2.29,7.17,0.92,4.27,0.0,0.0,0.05,0.05,0.02,86.5,64.56,26.34,58.09,72.55,95.26,,70.32,96.64,Centerback
667,837,Defender,Eredivisie,A. Van Hoorenbeeck,Heracles Almelo,35,1163,0,10.0,3,2,1.39,1.36,1.0,17,87,12,32,3,59,849,753,98,4,0,3,0.0,0.15,0.0,2,0.15,0.77,0.23,4.57,65.7,58.27,7.58,0.31,0.0,0.23,1.32,6.73,0.93,2.48,0.23,0.0,0.11,0.11,0.08,88.69,89.44,55.57,71.93,59.23,68.51,,65.23,88.85,Centerback
668,838,Defender,Eredivisie,DvD. van der Kust,Heracles Almelo,19,927,0,2.0,1,0,0.1,0.1,0.4,17,26,10,6,0,26,412,333,49,28,1,4,0.0,0.0,0.0,0,0.0,0.19,0.1,2.52,40.0,32.33,4.76,2.72,0.1,0.39,1.65,2.52,0.97,0.58,0.0,0.0,0.01,0.01,0.04,80.83,32.06,58.4,50.48,44.47,16.22,,39.38,15.59,Fullback
669,839,Defender,Eredivisie,J. Wieckhoff,Heracles Almelo,33,1249,2,0.0,0,0,0.0,0.0,1.83,43,46,11,5,0,69,474,396,43,35,4,12,0.0,0.0,0.14,2,0.14,0.0,0.0,4.97,34.16,28.53,3.1,2.52,0.29,0.86,3.1,3.31,0.79,0.36,0.0,0.0,0.0,0.0,0.13,83.54,11.85,87.72,49.78,57.76,33.68,,50.84,43.17,Fullback
670,840,Defender,Eredivisie,S. Adewoye,Fortuna Sittard,25,1753,0,11.0,3,1,1.45,1.52,0.26,30,110,30,34,2,77,817,705,100,2,0,4,0.0,0.05,0.0,1,0.05,0.56,0.15,3.95,41.95,36.2,5.13,0.1,0.0,0.21,1.54,5.65,1.54,1.75,0.1,0.0,0.07,0.08,0.01,86.29,75.35,25.33,53.36,74.3,50.04,,59.2,69.54,Centerback
671,841,Defender,Eredivisie,S. El Karouani,FC Utrecht,34,2975,8,38.0,12,2,1.84,1.81,6.86,78,97,32,31,14,167,1168,912,188,291,12,76,0.0,0.06,0.24,10,0.3,1.15,0.36,5.05,35.33,27.59,5.69,8.8,0.36,2.3,2.36,2.93,0.97,0.94,0.42,0.0,0.06,0.05,0.21,78.08,80.28,97.16,53.94,55.74,44.68,,57.98,65.83,Fullback
673,843,Defender,Eredivisie,M. Didden,FC Utrecht,29,528,0,3.0,1,0,0.45,0.5,0.07,4,43,5,22,0,27,322,271,48,0,0,1,0.0,0.0,0.0,0,0.0,0.51,0.17,4.6,54.89,46.19,8.18,0.0,0.0,0.17,0.68,7.33,0.85,3.75,0.0,0.0,0.08,0.09,0.01,84.16,80.3,24.24,50.42,51.56,77.58,,56.54,59.83,Centerback
674,844,Defender,Eredivisie,Y. Baas,AFC Ajax,25,2041,0,2.0,1,1,0.67,0.67,0.92,27,84,33,29,0,88,2126,1946,144,3,0,7,0.0,0.04,0.0,1,0.04,0.09,0.04,3.88,93.75,85.81,6.35,0.13,0.0,0.31,1.19,3.7,1.46,1.28,0.0,0.0,0.03,0.03,0.04,91.53,42.94,46.73,73.26,57.91,38.97,,54.38,53.72,Centerback
676,846,Defender,Eredivisie,A. Penetra,AZ Alkmaar,35,2732,0,18.0,7,1,1.31,1.31,0.82,22,155,40,57,3,102,2081,1864,246,5,1,8,0.0,0.03,0.0,1,0.03,0.59,0.23,3.36,68.55,61.41,8.1,0.16,0.03,0.26,0.72,5.11,1.32,1.88,0.1,0.0,0.04,0.04,0.03,89.57,63.76,45.48,72.51,58.32,46.97,,57.31,63.19,Centerback
677,847,Defender,Eredivisie,A. Garcia McNulty,PEC Zwolle,34,3060,0,22.0,5,1,2.39,2.36,1.59,36,201,34,78,6,135,1997,1715,283,12,2,7,0.0,0.03,0.0,1,0.03,0.65,0.15,3.97,58.74,50.44,8.32,0.35,0.06,0.21,1.06,5.91,1.0,2.29,0.18,0.0,0.07,0.07,0.05,85.88,75.35,53.87,64.0,56.36,59.77,,59.44,71.1,Centerback
678,848,Defender,Eredivisie,D. Kasius,AZ Alkmaar,36,1402,3,28.0,8,3,1.57,1.58,4.0,32,41,25,5,9,68,665,529,97,84,7,27,0.0,0.19,0.19,6,0.39,1.8,0.51,4.37,42.69,33.96,6.23,5.39,0.45,1.73,2.05,2.63,1.6,0.32,0.58,0.0,0.1,0.1,0.26,79.55,93.41,97.82,57.22,63.76,26.25,,57.96,65.71,Fullback
679,849,Defender,Eredivisie,B. Pereira,NEC Nijmegen,35,2231,2,11.0,5,3,1.6,1.6,2.04,74,63,24,22,3,172,741,630,52,91,1,18,0.0,0.12,0.08,5,0.2,0.44,0.2,6.94,29.89,25.41,2.1,3.67,0.04,0.73,2.99,2.54,0.97,0.89,0.12,0.0,0.06,0.06,0.08,85.02,74.66,71.29,52.46,56.41,54.2,,57.47,63.55,Fullback
680,850,Defender,Eredivisie,M. Hilgers,FC Twente,28,1951,1,14.0,5,1,2.59,2.66,0.32,51,85,16,27,2,99,1193,1048,136,1,0,5,0.0,0.05,0.05,2,0.09,0.65,0.23,4.57,55.03,48.34,6.27,0.05,0.0,0.23,2.35,3.92,0.74,1.25,0.09,0.0,0.12,0.12,0.01,87.85,90.32,25.96,60.72,55.72,46.03,,53.05,49.76,Centerback
681,851,Defender,Eredivisie,S. Maikuma,AZ Alkmaar,31,2047,2,20.0,3,0,1.24,1.24,2.69,78,90,28,35,9,154,905,697,84,36,4,26,0.0,0.0,0.09,2,0.09,0.88,0.13,6.77,39.79,30.64,3.69,1.58,0.18,1.14,3.43,3.96,1.23,1.54,0.4,0.0,0.05,0.05,0.12,77.02,62.93,86.89,36.3,75.35,67.76,,66.18,91.01,Fullback
682,852,Defender,Eredivisie,D. James,Go Ahead Eagles,27,1720,2,16.0,5,2,1.58,1.61,4.12,22,59,10,12,3,53,690,579,83,123,10,36,0.0,0.1,0.1,4,0.21,0.84,0.26,2.77,36.1,30.3,4.34,6.44,0.52,1.88,1.15,3.09,0.52,0.63,0.16,0.0,0.08,0.08,0.22,83.91,85.16,97.66,59.82,30.06,17.77,,42.45,20.74,Fullback
683,853,Defender,Eredivisie,R. Flamingo,PSV Eindhoven,34,2942,2,24.0,4,0,2.56,2.58,1.51,46,139,40,93,6,159,2892,2614,286,1,2,7,0.0,0.0,0.06,2,0.06,0.73,0.12,4.86,88.47,79.97,8.75,0.03,0.06,0.21,1.41,4.25,1.22,2.85,0.18,0.0,0.08,0.08,0.05,90.39,76.06,53.87,72.68,60.29,75.47,,66.71,91.97,Centerback
684,854,Defender,Eredivisie,L. Wouters,RKC Waalwijk,19,826,0,1.0,0,0,0.03,0.03,0.22,27,50,11,19,1,56,347,278,45,10,1,5,0.0,0.0,0.0,0,0.0,0.11,0.0,6.1,37.81,30.29,4.9,1.09,0.11,0.54,2.94,5.45,1.2,2.07,0.11,0.0,0.0,0.0,0.02,80.12,11.85,50.68,44.92,80.72,75.83,,65.89,90.41,Centerback
685,855,Defender,Eredivisie,J. Dahlhaus,Fortuna Sittard,34,1779,2,16.0,6,2,1.07,1.12,1.6,41,50,36,24,2,110,612,445,86,90,3,18,0.0,0.1,0.1,4,0.2,0.81,0.3,5.56,30.96,22.51,4.35,4.55,0.15,0.91,2.07,2.53,1.82,1.21,0.1,0.0,0.05,0.06,0.08,72.71,72.62,78.62,41.07,64.74,55.24,,59.41,70.62,Fullback
686,856,Defender,Eredivisie,O. Aertssen,PEC Zwolle,22,1129,0,6.0,2,1,0.61,0.61,1.09,29,65,14,21,2,70,459,349,64,7,1,6,0.0,0.08,0.0,1,0.08,0.48,0.16,5.58,36.59,27.82,5.1,0.56,0.08,0.48,2.31,5.18,1.12,1.67,0.16,0.0,0.05,0.05,0.09,76.03,65.46,72.6,37.07,73.53,65.72,,63.79,85.25,Centerback
689,859,Defender,Eredivisie,A. Kaplan,NEC Nijmegen,30,566,0,4.0,1,0,0.39,0.39,0.45,15,32,3,10,0,35,501,462,37,1,0,4,0.0,0.0,0.0,0,0.0,0.64,0.16,5.57,79.66,73.46,5.88,0.16,0.0,0.64,2.39,5.09,0.48,1.59,0.0,0.0,0.06,0.06,0.07,92.22,71.59,62.58,73.44,57.12,64.11,,63.4,83.93,Centerback
